Model,Accuracy,Precision,Recall,F1-Score,ROC-AUC,CV_ROC-AUC
RandomForest,0.8299319727891157,0.42857142857142855,0.19148936170212766,0.2647058823529412,0.7988629511585839,0.7935064517467887
